DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Ecology_2_A,Ecology_3_A,Shops_2_A
70,2,45.592912912750855,27.27845940340863,6.0,3,9,1981,0.002211665,39,7614,3,900.0,1,5,201121.07053639015,0,0,1
39,1,35.683059286946204,18.662235067338923,7.0,12,12,1977,0.428825818,25,5011,8,730.0,0,2,150513.47488734513,0,0,0
94,2,39.900424683233375,26.477223105164704,6.0,12,14,1982,0.282797669,33,8667,2,900.0,0,6,204804.84335521163,0,0,0
129,3,65.68346852974332,43.533322473808525,7.0,11,12,1977,0.020741326,24,5613,5,1340.0,2,5,313452.5352345641,0,0,0
3,1,42.145274302242434,21.304556088896693,10.0,3,14,1984,0.265088676,37,5288,0,1937.0,3,2,225889.6912453254,0,0,0
95,2,42.389567415418014,33.06483544074146,5.0,1,5,1963,0.0,7,1660,39,1786.0,1,5,224746.81185663465,0,0,0
27,2,60.44585456445121,32.5521342349919,1.0,13,16,1977,0.072157581,2,629,1,900.0,0,0,213798.18515132746,0,0,1
78,1,44.570412123654016,19.485741143328703,10.0,18,24,2011,0.092290642,21,4346,2,165.0,1,2,212821.6747251237,0,0,0
1,2,65.00927913436703,32.5521342349919,1.0,9,17,1977,0.007122317,1,264,0,900.0,0,1,186403.4841889536,0,0,0
18,3,76.23513674330522,47.001817296653726,10.0,9,17,1997,0.0,30,5562,0,900.0,0,5,293371.9575586355,0,0,1
45,1,42.367288692851375,40.012528663007295,1.0,16,17,2015,0.195781053,23,5212,6,900.0,3,2,250466.98077681608,0,0,0
15,4,98.68670312903869,57.307057812964345,15.0,10,17,2008,0.158249043,21,5731,0,900.0,1,0,373510.0571282724,0,0,0
121,3,60.43816917856879,43.96785075861281,5.0,5,5,1965,0.212515361,19,3293,16,628.0,3,7,269680.638174428,0,0,0
49,1,43.44426635232809,20.702408895355198,8.0,18,21,2010,0.020741326,24,5613,5,1340.0,2,5,168601.97480454494,0,0,0
25,3,85.95230644639723,74.95230644639723,1.0,4,8,2017,0.069753361,53,13670,4,900.0,1,11,309688.5926806599,0,0,0
19,2,74.44137733392219,35.640269014040044,9.0,23,25,2004,0.000991363,33,6783,3,900.0,1,9,435909.1097547888,0,0,0
1,2,55.2332130691251,32.5521342349919,1.0,13,17,1977,0.007122317,1,264,0,900.0,0,1,184324.9008862336,0,0,0
59,2,61.50213443093715,33.12142623794768,10.0,5,17,1985,0.019508796,37,7687,11,176.0,5,5,354879.4031837641,0,0,0
28,2,43.771829534570266,33.24216720327902,5.0,3,9,1968,0.118537385,30,6207,1,1183.0,1,0,203425.39606435495,0,0,0
2,3,60.15940612151951,46.35452671851282,5.0,4,9,1968,0.309479124,35,7715,4,990.0,0,6,317296.3052996641,0,0,0
6,1,65.10201679019049,54.10201679019049,1.0,10,10,2015,0.243204519,5,1564,0,540.0,0,0,175899.97828362975,0,0,0
96,1,35.99013769288014,18.12583002371395,1.0,1,9,1978,0.041116354,53,14892,4,900.0,1,4,155312.29482522552,0,0,0
27,3,89.6929642467968,87.62381427680403,1.0,13,16,1977,0.072157581,2,629,1,900.0,0,0,265978.8377804947,0,0,1
108,3,110.20396948700356,59.27070227635576,12.0,19,28,2007,0.019508796,37,7687,11,176.0,5,5,146061.7305650271,0,0,0
127,2,45.92367266158226,26.177752782849087,5.0,3,5,1967,0.486245621,13,2514,19,900.0,0,6,176480.46517329663,0,0,0
6,2,65.49667436641931,32.5521342349919,1.0,5,17,1977,0.243204519,5,1564,0,540.0,0,0,180727.64354109476,0,0,0
85,1,42.19894558704247,20.794835924374308,10.0,16,22,1987,0.037177818,52,11217,1,2300.0,1,7,87182.52338492699,0,0,0
27,2,92.40000684071423,72.40000684071423,10.0,2,5,1977,0.07542368,11,3097,0,900.0,0,0,116942.67104480596,0,0,0
56,1,40.812877553246935,23.09788779329753,10.0,10,22,1999,0.0,23,5067,4,900.0,2,6,292718.3126005229,0,0,0
31,2,62.30129218800013,30.388568968400406,10.0,11,12,2008,0.151346216,32,5889,10,830.0,4,1,427526.00361512345,0,1,0
1,2,63.672610618053405,32.5521342349919,1.0,11,17,1977,0.007122317,1,264,0,900.0,0,1,194510.14788951524,0,0,0
169,1,33.25798132827507,18.181442895582567,5.0,7,9,1967,0.17891679600000002,18,3594,4,192.0,1,5,201616.27389759172,0,0,0
31,3,78.47198680838288,52.70682355093004,8.0,6,7,1957,0.151346216,32,5889,10,830.0,4,1,419692.97803382436,0,1,0
61,2,45.586982489186994,34.682385480990014,5.0,5,5,1962,0.298204575,16,4048,3,900.0,1,3,177434.7589711046,0,0,0
74,1,50.145176202730894,21.66392883217304,1.0,8,12,1977,0.075778755,6,1437,3,900.0,0,2,171901.0874084269,0,0,0
109,1,40.117363791934814,21.391897654599497,10.0,5,22,1982,0.0,25,5027,4,46.0,1,1,239038.59002294773,0,0,0
34,2,60.366625674269216,40.366625674269216,10.0,20,20,2017,0.069753361,53,13670,4,900.0,1,11,241737.8084974161,0,0,0
62,2,71.3047632136293,32.5521342349919,1.0,13,20,1977,0.072157581,2,629,1,900.0,0,0,170564.40872038715,0,0,1
27,3,92.88554386930149,69.88554386930149,13.0,7,17,2015,0.072157581,2,629,1,900.0,0,0,206780.54887701644,0,0,1
9,1,37.470195242427614,21.485797280082046,7.0,12,17,1993,0.069753361,53,13670,4,900.0,1,11,187899.22196065105,0,0,0
94,1,37.98575172539788,20.142098703933197,9.0,8,16,1974,0.521867054,25,6149,0,900.0,0,0,137656.12292446892,0,0,0
46,2,69.80461247985367,33.82966008436593,12.0,13,16,2014,0.188783766,31,6137,4,900.0,0,1,465067.06588342227,0,0,0
17,1,40.090754550200884,22.393898211263426,8.0,6,16,1980,0.093442564,23,4635,5,3300.0,2,4,145941.55533360448,0,0,0
23,2,57.69961907981183,32.5521342349919,10.0,2,4,1977,0.034656082000000005,0,168,0,900.0,0,0,114168.53270326485,0,0,0
62,1,51.83147294769089,40.83147294769089,1.0,5,5,2015,0.072157581,2,629,1,900.0,0,0,131797.47228439266,0,0,1
23,1,44.647897567499456,41.555841756681,1.0,9,25,1977,0.075778755,6,1437,3,900.0,0,2,123749.81125374605,0,0,0
62,1,47.57727953765478,43.123508338822525,1.0,6,7,1977,0.072157581,2,629,1,900.0,0,0,128813.57022387734,0,0,1
44,2,44.51140745026622,29.84746226754347,5.0,6,7,1960,0.122190486,25,4724,2,1308.0,1,3,189407.27604070996,0,0,0
23,3,70.21457474548518,49.364085027187826,9.0,3,6,2017,0.005767451,1,388,0,900.0,0,0,111389.48105876287,0,0,0
27,3,51.991064354455396,46.96048008775955,1.0,22,25,1977,0.072157581,2,629,1,900.0,0,0,174687.5661862937,0,0,1
85,1,44.03852399189157,40.435804444916094,1.0,15,22,1982,0.037177818,52,11217,1,2300.0,1,7,202321.23147284004,0,0,0
6,1,66.41984149373265,21.66392883217304,1.0,2,4,1977,0.243204519,5,1564,0,540.0,0,0,193361.2298149829,0,0,0
27,1,54.25519113954791,38.25519113954791,6.0,5,5,2017,0.072157581,2,629,1,900.0,0,0,147040.22612039236,0,0,1
119,2,45.222689730275285,33.485942821149045,5.0,6,9,1968,0.000995363,42,7651,1,900.0,1,5,186508.20856483802,0,0,0
99,2,47.01806447731696,28.62867586845311,6.0,7,9,1971,0.012338886,35,5776,1,2078.0,2,4,218392.93428619305,0,0,0
96,2,57.6391671539191,34.8831258893622,8.0,3,9,1999,0.041116354,53,14892,4,900.0,1,4,144400.25776795662,0,0,0
41,2,54.4778683522394,33.34848235863591,8.0,7,12,1983,6.99893e-05,46,10309,1,240.0,1,16,224277.83102613143,0,0,0
57,2,56.38477330543139,30.57114898010994,8.0,4,12,1983,0.13321533300000002,49,11395,3,1406.0,3,4,213877.55976290046,0,0,1
1,2,71.0055747817242,32.5521342349919,6.0,11,12,1977,0.007122317,1,264,0,900.0,0,1,245130.10663746108,0,0,0
98,2,47.69890152322699,32.685700152832595,5.0,4,5,1962,0.195781053,23,5212,6,900.0,3,2,189565.89794984864,0,0,0
47,2,49.285200889669326,31.84773289921996,6.0,7,12,1977,0.298204575,16,4048,3,900.0,1,3,204117.83359830946,0,0,0
7,3,81.46790925974453,61.46790925974453,10.0,19,23,2010,0.035145267,42,9292,3,2620.0,0,3,477665.5829146461,0,0,0
52,1,32.827650993401186,18.07025420741528,5.0,1,9,1966,0.371148999,34,7065,1,750.0,2,5,120670.10176628393,0,0,0
47,2,56.922116009244824,30.73443216951549,8.0,13,16,1981,0.101872465,23,4583,3,900.0,3,3,254013.43464408853,0,0,0
27,1,47.17718354022401,21.66392883217304,1.0,5,5,1977,0.07542368,11,3097,0,900.0,0,0,109264.47414521917,0,0,0
6,2,67.17058663420276,32.5521342349919,1.0,11,17,1977,0.243204519,5,1564,0,540.0,0,0,192944.37932373298,0,0,0
27,3,82.51591138174318,45.376024043829716,1.0,5,5,1977,0.017647053,2,469,0,900.0,0,0,207858.57125868363,0,0,0
80,2,53.74725390900309,33.740065714737234,8.0,6,22,1984,0.0077202819999999985,38,4788,2,900.0,0,4,238623.88884125446,0,0,0
27,2,62.64038950680821,34.998513481644245,10.0,5,17,2015,0.072157581,2,629,1,900.0,0,0,190968.19068903898,0,0,1
57,1,29.298167568168665,14.298167568168665,5.0,7,9,1964,0.13321533300000002,49,11395,3,1406.0,3,4,148991.2652001697,0,0,1
86,1,36.80582613393983,17.986014081329404,7.0,10,12,1974,0.161975568,31,7010,5,4508.0,3,7,183891.14730105453,0,1,0
61,3,54.526820684610605,38.903926616518284,6.0,3,9,1976,0.300322518,52,10311,6,900.0,1,9,245215.47730896933,0,0,0
83,2,54.386667679168504,34.30557444686689,8.0,11,12,1978,0.100455735,43,7227,0,900.0,1,6,269995.0027797259,0,0,1
52,2,64.22269387492523,32.5521342349919,1.0,16,17,1977,0.371148999,34,7065,1,750.0,2,5,194618.91775709105,0,0,0
44,2,47.91700922770607,32.3560120064586,5.0,5,5,1965,0.036122292,24,4378,0,1036.0,1,1,169711.36768165938,0,0,0
74,1,48.743664866198436,37.743664866198436,1.0,12,20,2017,0.075778755,6,1437,3,900.0,0,2,165071.82572182963,0,0,0
62,3,67.63260672812788,43.86762049658002,7.0,8,9,1973,0.002211665,39,7614,3,900.0,1,5,243008.1393059241,0,0,1
137,3,70.22360431225314,44.540390681682275,13.0,3,8,1955,0.200146802,23,3975,8,770.0,2,0,527120.8365334661,0,0,0
41,2,42.58151161541346,24.872833739094464,6.0,7,14,1973,0.175054867,36,10055,3,900.0,1,0,217099.77313127727,0,0,0
91,1,41.07619268196986,20.64320325401316,7.0,14,17,2000,0.333891544,30,6564,1,900.0,0,0,184156.11565779167,0,0,0
94,2,47.80222779023652,32.5421255675183,6.0,5,12,1975,0.521867054,25,6149,0,900.0,0,0,162335.0140342568,0,0,0
39,1,33.68237635813288,21.601502911226078,6.0,10,10,1973,0.428825818,25,5011,8,730.0,0,2,143120.9047238132,0,0,0
92,2,42.54009352292711,27.66291820102857,6.0,12,12,1971,0.460556389,20,4386,14,900.0,1,5,208662.67612332516,0,0,0
118,3,92.26619160498691,54.76768654421729,12.0,4,17,2005,0.21843974,21,4472,6,1450.0,4,7,295004.8656963223,0,0,1
187,1,38.89234657283961,17.533507100618163,10.0,8,16,2005,0.041116354,53,14892,4,900.0,1,4,173331.29890816894,0,0,0
62,2,67.6776032795015,32.5521342349919,1.0,11,16,2016,0.072157581,2,629,1,900.0,0,0,159654.0583783081,0,0,1
54,2,76.31285054725404,32.5521342349919,6.0,14,18,1977,0.006076152,30,5285,0,645.0,6,6,466730.8053327907,0,0,0
7,3,91.90401514440286,62.839715671427776,7.0,6,7,1937,0.130617806,39,10418,9,900.0,1,9,309690.98158393835,0,0,0
36,1,38.75540671852458,18.306265262422922,8.0,2,14,1978,0.08761909,8,1497,5,900.0,1,0,91600.74197793,0,0,0
13,3,80.03033041968777,47.801598811626405,10.0,16,17,1992,0.090799103,74,19083,2,900.0,5,15,311528.10086342023,0,0,0
86,2,59.96722996245699,38.60943016919785,8.0,10,25,2007,0.161975568,31,7010,5,4508.0,3,7,161307.51198226758,0,1,0
101,2,59.777540761570975,35.163279274023196,10.0,20,22,1999,0.225824954,41,6558,7,1548.0,3,2,244351.41023615282,1,0,0
7,2,49.830081678565854,34.183954386137096,6.0,9,9,1980,0.130617806,39,10418,9,900.0,1,9,254573.5678844734,0,0,0
106,2,62.68807707320569,35.20026729409598,10.0,8,18,2004,0.246031548,22,3151,4,2715.0,3,3,260776.91379740532,0,1,0
62,3,88.49139704169184,46.96048008775955,1.0,11,12,1977,0.072157581,2,629,1,900.0,0,0,212527.4265195844,0,0,1
52,1,39.554283412487294,22.012758327025463,7.0,13,25,2007,0.371148999,34,7065,1,750.0,2,5,179476.81049473328,0,0,0
27,2,74.2140900115795,32.5521342349919,1.0,8,17,1977,0.072157581,2,629,1,900.0,0,0,183038.511216672,0,0,1
6,3,82.98372191646695,46.96048008775955,1.0,13,17,1977,0.243204519,5,1564,0,540.0,0,0,222592.1768936081,0,0,0
